Account,Fund,Dept,PROGRAM,Class,ProjectNumber,Subgrant,ProjectName,Grantee,Vendor ID,DESCRIPTION,ProjectSummary,Master Project,Theme,GrantStatus,BusinessItem,Grant Amount,Appropriation committed amount,Match amount,Address,City,County,CountilDistrict,Legislative District,DateAwarded,POSC,ExpirationDate,AmendedExpDate,ContractLegal,ContractSent,ContractReceived,ContractExecuted,ExecConstractSent,FederalFY,StateFY,ClaimDueDate,YearAvailReissue,YearFunded,PONumber,FO_ID,FundingOpportunity,ProgramArea
5821,242,09999,000,000,14022,SG1998-044,Apartment Remodeling  Program,City of Richfield,0000004028A1,"Facilitate investment in apartment communities citywide to make them more livable and desirable. Provide remodeling financial incentives that make ownership of existing apartments in the suburban core an attractive business investment option through delays in property tax increases, deferred loans and technical assistance in design, remodeling, and financial advice. This grant will assist with implementing improvements at two case study locations, incentive deferred loans, and marketing.",Rehabilitate multifamily rental housing units,,N/A,Closed,," $	575,000.00 "," $	574,475.73 ",,"76th and Penn, 77th and Chicago - Richfield",Richfield,Hennepin,5,50A,12/1/97,,,,,4/27/10,5/28/10,12/9/99,6/4/10,,,,,1997,10004448,01002,LCDA Development Historical Data,LCDA Development 
5821,242,09999,000,000,14096,SG2002-162,Lyndale Gateway West (fka Kensington Park),City of Richfield,0000004028A1,"This mixed-use project will complete the renewal of a key entry point to the Richfield community at 77th Street and Lyndale Avenue.  Along Lyndale Avenue, 28,580 square feet of commercial space, with surface parking located behind the buildings, provides contemporary neighborhood-oriented retail and office uses for the project residents and the broader community.  Ninety-two loft-style condominiums offer a new housing type at a range of affordability levels to a community trying to diversify its housing stock.  Fifteen townhomes line Aldrich Avenue providing a transition to the adjacent single family neighborhood.  Grant funds will be used for land acquisition and assembly.",Multifamily housing,Lyndale Gateway / Kensington Park,N/A,Closed,," $	500,000.00 "," $	500,000.00 ",,"Lyndale Ave, Aldrich, 76th to 77th St. - Richfield -",Richfield,Hennepin,5,50A,11/13/02,,12/31/03,,,,,2/24/03,,,,,,2002,,01002,LCDA Development Historical Data,LCDA Development 
5821,242,09999,000,000,14812,SG2003-156,City Bella Plaza,City of Richfield,0000004028A1,"City Bella is a mixed-use development currently under construction in the southwest quadrant of 66th Street and Lyndale Avenue.  The project goals include: Make connections between retail, housing, community and natural spaces in the current development and to other areas of the Lakes at Lyndale (i.e. downtown Richfield). Provide extensive green space and a community-gathering place on top of the underground parking structure. Enhance an existing affordable town center: provide new housing choices with a wide range of prices including affordable units. Implement the next step of the Lakes at Lyndale Master Plan: add an important component to the new town center contributing to its vitality and creating a sense of place. As each quadrant is redeveloped, the missing element is the connection between the projects.  The request is for funds to complete the plaza which will provide the necessary connections within the development and to the rest of the Lakes at Lyndale area.","Mixed-use and mixed-market housing units, including affordable and provide connections in a large area under redevelopment.",,N/A,Closed,," $	500,000.00 "," $	500,000.00 ",,66th and Lyndale Ave. - Richfield,Richfield,Hennepin,5,50A,12/17/03,,6/30/05,,,,,11/16/04,,,,,,2003,,01002,LCDA Development Historical Data,LCDA Development 
5821,242,09999,000,000,14959,SG2010-146,Lyndale Plaza (fka Woodlake Plaza Apartments),City of Richfield HRA,0000004028A1,"The developer will demolish an existing commercial building at the corner of 64th Street and Lyndale Avenue in Richfield and construct a modern, transit-oriented multi-family building in its place. The new Woodlake Plaza Apartments development will provide 90 new units of multi-family rental housing, 20% of which will be affordable to household earning 50% of the Area Median Income. The project was awarded Tax Increment Financing from the City of Richfield and Transit Oriented Development funding from Hennepin County. The project is ready to proceed, and in order to take advantage of the currently-low construction costs, construction is anticipated to begin in late 2010. The inclusion of LCDA funding will allow for significant improvement and enhancements to be made to the project to provide a true demonstration project that wouldn't otherwise be possible. The demolition and reconstruction of Woodlake Plaza Apartments is a unique opportunity to transform an auto-oriented outdated suburban strip mall into a modern transit-oriented multi-family building tailored to a unified streetscape with an emphasis on the transit options adjacent to the property. The new Woodlake Plaza Apartments will be an inverted ""V"" shape building oriented toward Lyndale Avenue and the new transit plaza that the developer will construct to highlight the bus stops located in front of the building. The transit plaza will consist of landscaping, hardscaping, improved public sidewalks, pedestrian scale lighting and accommodation for bicycles. The design of the transit plaza will mimic the style and scale of the new downtown Richfield area along Lyndale Avenue just to the south of the project site.",90 units of mixed income rental housing units w/20% affordable,,N/A,Closed,2010-402," $	352,000.00 "," $	352,000.00 ",,6400 Lyndale Ave in Richfield,Richfield,Hennepin,5,63B,12/8/10,,12/31/12,12/31/13,10/24/12,10/26/12,11/6/12,11/13/12,11/19/12,,,,,2010,11003223,01002,LCDA Development Historical Data,LCDA Development 
5821,242,09999,000,000,14017,SG1997-051,Downtown Robbinsdale,City of Robbinsdale,00000209781A2,"Rebuild Robbinsdale's downtown to enhance its drawing power as a regional destination for shopping and government services, hosting a range of social and commercial activities. Connect the downtown to a major employer (North Memorial Health Care Center) with transit, pedestrian and bicycle options.  Provide increased opportunities for life-cycle housing and potential for new investment, including townhomes, apartments, and larger single-family homes.  This grant will assist with site development of underground parking in a senior housing and retail building, develop safe shelters and platforms at a new Metro Transit hub, and help acquire and develop sites for larger family homes and growing families.",Planning,,N/A,Closed,," $	780,000.00 "," $	780,000.00 ",,"Hubbard Ave transit center, 41st and Broadway - Robbinsdale",Robbinsdale,Hennepin,7,45B,12/1/96,,,,,,,9/23/98,,,,,,1996,,01002,LCDA Development Historical Data,LCDA Development 
5821,242,09999,000,000,14852,SG2007-116,Stonebridge Core Block East,City of Rosemount,0000020988A1,"The City of Rosemount has partnered with Stonebridge Development & Acquisition LLC to create a mixed-use project at the center of Rosemount's downtown. The project at a site designated as ""Core Block East"" includes 103 apartment units above street level, of which 20 percent will be affordable. On the first level will be 12,000-square feet of commercial space for either retail or office users. The building reaches three stories along TH 3/South Robert Trail and rises to four stories on the north and east sides, away from TH 3. Residents of the development will be served by underground parking, and surface and on-street parking will be added for visitors, employees, and commercial patrons. The project will provide a more pedestrian-friendly circulation system through the use of sidewalks, appropriate lighting, and modification of the curbline of existing local roads. The land use and building massing are consistent with the Development Framework for Downtown Rosemount that was created through a citizen-driven process and adopted by the Rosemount Port Authority and the City Council. The building's design and architecture are consistent with design guidelines developed by the citizen task force on downtown. The concept indicates installation of rain gardens that will assist in infiltration and water quality. Alternative stormwater solutions will be employed in recognition of the fact that Rosemount's historic downtown is compact and ponding space limited. Other open spaces, both private and public, and the site's formal landscaping will improve the property compared to the existing condition. The City is working with the developer to include more efficient mechanical systems and potential reuse of stormwater.",Retail and multifamily housing,,N/A,Closed,2007-342," $	1,587,500.00 "," $	1,417,368.11 ",,"East of Hwy 3, W of Burnley Ave, S of 146th St & N of Lower 147th St, Rosemount",Rosemount,Dakota,15,57B,12/12/07,,12/31/09,,,,,4/10/08,,,,,,2007,08002937,01002,LCDA Development Historical Data,LCDA Development 
5821,242,09999,000,000,14016,SG1997-052,Cornerstone Program,City of Roseville,0000020989A1,"Develop prototype redesigns for renovation of aging or outdated commercial strip corners and redesign housing to meet the needs of growing families who otherwise might move out of the community. This grant will fund redesign work, a portion of sidewalk, pedestrian path and bus shelter construction, and promotional materials.",Develop prototype redesigns,,N/A,Closed,," $	270,000.00 "," $	250,067.37 ",,Roselawn at Lexington - Roseville - Roseville,Roseville,Ramsey,10,66A,12/1/96,,12/31/06,12/31/06,,,,4/24/97,,,,,,1996,,01002,LCDA Development Historical Data,LCDA Development 
5821,242,09999,000,000,14857,SG2007-121,Sienna Green Phase I (fka Har Mar Apartments),City of Roseville,0000020989A1,"Har Mar Apartments is an existing 120-unit apartment building complex built in 1965. Situated on a 5.4-acre site, the development contains five buildings of 21 to 26 one-bedroom units per building, the majority having a significant amount of deferred maintenance and in need of major repair. There is also an approximate 25 percent vacancy rate currently at the buildings due to unrentable units. Central Community Housing Trust (CCHT), with the support of the City of Roseville, proposes to rehabilitate the existing property into 103 one and two bedroom apartments. The rehabilitation plans will diversify the unit type to provide increased housing choices for low and moderate-income workers, as well as some market-rate apartments. Affordable rents will be targeted to residents at 30, 50 and 60 percent of area median income. CCHT will also make considerable improvements to the building exteriors, add landscaping and recreation areas, including a tot lot for children. Stormwater improvements proposed at the property will help alleviate stormwater capacity issues that have been occurring in the area during heavy rain events. The site improvements will help make possible a future phase to construct a new building on the site that would include 50 two- and three-bedroom affordable apartments, in a location that is currently used as surface parking.",Rehabilitation of a 120-unit apartment complex,Sienna Green,N/A,Closed,2007-342," $	305,000.00 "," $	305,000.00 ",,Snelling Ave & Hwy 36,Roseville,Ramsey,10,66A,12/12/07,,12/31/09,12/31/10,8/17/09,8/24/09,9/22/09,4/23/08,10/9/09,,,,,2007,08003404,01002,LCDA Development Historical Data,LCDA Development 
5821,242,09999,000,000,14873,SG2009-079,Sienna Green Phase II,City of Roseville,0000020989A1,"Construction will begin in early summer 2010 on Sienna Green Phase II, a new affordable (at or below 50% AMI) multifamily apartment building for approximately 50 workforce families on the site of the 1950s-era Har Mar apartments. It is the second and final phase of the Sienna Green redevelopment. The building will be located on a portion of the former parking lot for the apartments, and will include underground parking, bike racks and a small surface parking area. The first phase, which received a previous LCDA grant and a TBRA grant, involved rehabilitation and site improvements to the existing five-building complex of 120 one-bedroom apartments, converting some units to larger apartments. LCDA funds will assist with infiltration swales and rain gardens that connect throughout the project area and retain stormwater onsite. The LCDA award will also allow for the completion of sidewalks along West Snelling Drive to provide pedestrian connections from Sienna Green to the current bus stop on County Road B and Snelling Avenue and the future Snelling Avenue BRT line.","Phase II of Sienna Green, a new affordable multifamily apartment building for approximately 50 workforce families.",Sienna Green,N/A,Closed,2010-4," $	202,100.00 "," $	199,662.62 ",,Snelling Ave N & Highway 36 in Roseville,Roseville,Ramsey,10,66A,1/13/10,,12/31/11,12/31/12,7/23/12,7/23/12,7/30/12,8/3/12,8/4/12,,,,,2009,10005395,01002,LCDA Development Historical Data,LCDA Development 
5821,242,09999,000,000,14817,SG2004-030,District del Sol,City of Saint Paul,0000003222A3,"District del Sol, the historic commercial hub for St. Paul's West Side, is the focus of public and private redevelopment and reinvestment activities that are part of efforts to implement a master plan for the area.  Funding will help provide infrastructure for the area's redevelopment by adding transit, pedestrian and bike improvements along Concord and Wabasha Streets, designed to improve pedestrian safety, increase transit ridership, and provide a link to the regional bike trail from the Mississippi River riverfront to South St. Paul.",,District Del Sol,N/A,Closed,," $	1,250,000.00 "," $	1,035,712.39 ",,North of Colorado and bewteen Robert and Eva Sts - St. Paul,St. Paul,Ramsey,13,65B,2/11/04,,12/31/05,,,,,3/29/07,,,,,,2003,,01002,LCDA Development Historical Data,LCDA Development 
5821,242,09999,000,000,14067,SG2001-127,Pan Asian Urban Village,City of Saint Paul,0000003222A3,"Redevelop aging, auto-oriented UniDale Mall into a mixed-use, transit friendly cultural and commercial center and gateway to the emerging Asian business district along University Avenue. Includes 51 units of senior housing for a density of 25.5 units/acre; 40 percent of units will be affordable to households with incomes at 30 percent of median.  Penumbra Theater plans to build on the southwest corner in approximately 2004.  The project will integrate transit, utilize shared parking agreements, and apply urban village zoning to reduce parking demand and requirements. Funding will assist with construction of a parking deck.",,,N/A,Closed,," $	600,000.00 ", $	-   ,,SE quadrant of University Ave and Dale St. - St. Paul,St. Paul,Ramsey,14,65A,12/1/01,,12/31/05,12/31/05,,,,2/4/02,,,,,,2001,,01002,LCDA Development Historical Data,LCDA Development 
5821,242,09999,000,000,14092,SG2002-158,Market Lofts,City of Saint Paul,0000003222A3,"The project has three components.  Market Lofts will foster the expansion of St. Paul's public farmers' market by providing 15,000 square feet of first-floor space for a year-round, regional market next to the outdoor market.  The Minnesota Department of Agriculture supports this project as a national model for family farmers to diversify and increase their incomes by grower-direct sales of value-added products to consumers.  Underground parking below the Farmer's Market space will enable conversion of the adjacent under-used, historic Northwestern Building into 65 condos.  Forty-eight units of affordable rental housing will be built above the Farmers' Market space: 10 percent of the units at 30 percent of median income, 10 percent at 50 percent of median income and 80 percent at 60 percent of median income.  Funds will be used for the regional year-round indoor Farmer's Market Hall and land assembly for garage, market and rental housing.",,,N/A,Closed,," $	950,000.00 "," $	467,173.65 ",,Southwest corner of E. 5th St. at Wall - St. Paul,St. Paul,Ramsey,13,65B,11/13/02,,12/31/04,12/31/06,,,,3/20/03,,,,,,2002,,01002,LCDA Development Historical Data,LCDA Development 
5821,242,09999,000,000,14876,SG2009-082,West Side Flats (fka Harriet Island Blvd),City of Saint Paul,0000003222A3,"The City of St. Paul will construct a new road, Harriet Island Boulevard, which will serve the first phase of mixed-use development in the West Side Flats Urban Village along the Mississippi River. Not only does the City's adopted West Side Flats Master Plan require that the road be constructed, but the road is necessary to provide access to the West Side Flats Apartments, 180-185 rental units and approximately 8,500 square feet of commercial retail space. Located at the Wabasha Street bridgehead, this mixed-use project will be the first of two phases on the site and the first residential building on a site that had been home to industrial uses. Grant-Funded Activities include construction of Harriet Island Boulevard, including lighting, sidewalk, and concrete pavers.",Mixed income housing & retail,West Side Flats,N/A,Closed,2010-4," $	750,000.00 "," $	750,000.00 ",,"West side riverfront between Wabasha, the railroad, Fillmore Street, and the river in St. Paul",St. Paul,Ramsey,13,65B,1/13/10,,12/31/11,12/31/13,9/21/11,9/26/11,10/26/11,8/30/10,10/31/11,,,,,2009,10006268,01002,LCDA Development Historical Data,LCDA Development 
5821,242,09999,000,000,14877,SG2009-083,2700 the Avenue II,City of Saint Paul,0000003222A3,"2700 The Avenue will be a mixed-use office and retail development featuring 72,000 - 90,000 square feet of office space in a four- to 5-story building above a grocery store and other planned retail, to be located at the future Westgate Station for the Central Corridor. The office/retail uses at 2700 the Avenue will complement the surrounding Midway residential neighborhood of over 2,000 condominiums and rental apartments. Grant-Funded Activities include replacing two city street lighting fixtures and sidewalks on Emerald Street and University Avenue; two permanent bike racks for public use; partially fund a public-use parking structure with a minimum of 270 stalls.",Mixed-use office and retail development with office above a grocery story.,2700 the Avenue,N/A,Closed,2010-4," $	280,282.00 ", $	-   ,,2700 University Avenue W St. Paul,St. Paul,Ramsey,14,64A,1/13/10,,12/31/11,12/31/13,11/1/11,11/8/11,12/28/11,5/11/10,12/28/11,,,,,2009,,01002,LCDA Development Historical Data,LCDA Development 
5821,242,09999,000,000,16010,SG2011-148,Schmidt Brewery Historic Redevelopment,City of Saint Paul,0000003222A3,This project involves the adaptive reuse of the Schmidt Brewery Brew House into 262 affordable live-work apartments and townhomes. The project will revitalize and preserve vacant historic structures and provide new green space while diversifying the housing options in the neighborhood and providing new street connections and realignment. LCDA funds would be used for site acquisition.,262 affordable live-work apartments and townhomes.,Schmidt Brewery,N/A,Closed,2011-347," $	1,250,000.00 "," $	1,250,000.00 ",,West 7th St in St. Paul,St. Paul,Ramsey,14,65B,12/14/11,,12/31/14,,1/16/12,1/25/12,3/23/12,3/26/12,3/27/12,,,,,2011,12007628,01002,LCDA Development Historical Data,LCDA Development 
5821,242,09999,000,000,14012,SG1996-059,Phalen Village,City of Saint Paul,0000003222A3,"The city intends to develop a new compact, mixed-use residential and commercial, transit-oriented neighborhood center, located near a natural wetland with links to Lake Phalen. The 1996 grant will help acquire a declining shopping center located on a former wetland, restore the wetland to create a wetland park as a neighborhood signature amenity, and assist with assembling sites for a relocated grocery store and commercial development.",Multifamily housing,Phalen Village,N/A,Closed,," $	650,000.00 "," $	650,000.00 ",,"Between E. Maryland, Prosperity and Phalen Blvd. - St. Paul",St. Paul,Ramsey,13,67A,4/1/96,,,,,,,6/23/97,,,,,,1996,,01002,LCDA Development Historical Data,LCDA Development 
5821,242,09999,000,000,14036,SG1998-040,Brewery Neighborhood,City of Saint Paul,0000003222A3,"Rehabilitate this three-block area to include new and rehabilitated housing, an improved transit stop and bike path, commercial improvements and public open space improvements. This grant will assist with funding the gateway/public transit node on West 7th Street, an alley grid system as part of the townhouse development, townhouse building costs, public open space on the bluff, the pedestrian/bicycle link on Duke Street, and rental studies for Phase II.",Rehabiltate a 3-block area to include new and rehabilitated indeterminate housing units,,N/A,Closed,," $	750,000.00 "," $	750,000.00 ",,"300 block Colburn, 3-400 block Duke St. - St. Paul",St. Paul,Ramsey,14,65B,12/1/97,,,,,,,6/15/98,,,,,,1997,,01002,LCDA Development Historical Data,LCDA Development 
5821,242,09999,000,000,14023,SG1999-028,Main Street on Payne,City of Saint Paul,0000003222A3,"Recreate an urban village at the Payne and Case intersection. Goals are to enhance the mix of businesses and improve their appearance; increase the mix of residential and commercial uses along Payne Avenue; and improve pedestrian and transit use through public improvements. The project will reintroduce residential space above commercial buildings, and add secondary units in existing homes. Total project cost: $9.4 million. This grant will help fund commercial and mixed-use acquisitions and improvements; and help fund a duplex homeownership program.",Retail and multifamily housing,,N/A,Closed,," $	750,000.00 "," $	689,658.00 ",,"Larson Ave, Edgerton, RR tracks, & Arcade St. - St. Paul",St. Paul,Ramsey,13,67A,12/1/98,,,,,,,12/17/99,,,,,,1998,,01002,LCDA Development Historical Data,LCDA Development 
5821,242,09999,000,000,14042A,SG1999-178a,North Quadrant Urban Village - I (fka Wacouta Commons and Sibley Park),City of Saint Paul,0000003222A3,"Redevelop a 15-block surface parking lot into a mixed-use, predominately residential neighborhood (including 310 mixed-income ownership and rental units), centered on a public green that integrates new infill construction with rehabilitation and reuse of existing warehouse buildings and preserves two existng churches and existing businesses.  Redevelopment is intended to both attract private development and improve livability.  The 1999 grant funds will be used to realign Sibley Street between 8th & 9th to enlarge the block for new rental and ownership housing development; straighten the curve along 7th Street to calm traffic, regularize the street grid and create a larger, more developable block.  Funds will also assist with first-phase improvements to establish a central green space.  Funds awarded in 2001 will help with construction of the park.",{arl,North Quadrant Urban Village,N/A,Closed,," $	960,000.00 "," $	960,000.00 ",,"I-94, East 7th St., Jackson St. - St. Paul",St. Paul,Ramsey,13,65B,12/15/99,,,12/31/05,,,,3/2/00,,,,,,1999,,01002,LCDA Development Historical Data,LCDA Development 
5821,242,09999,000,000,14042B,SG1999-178b,North Quadrant Urban Village - II (fka Wacouta Commons and Sibley Park),City of Saint Paul,0000003222A3,"Redevelop a 15-block surface parking lot into a mixed-use, predominately residential neighborhood (including 310 mixed-income ownership and rental units), centered on a public green that integrates new infill construction with rehabilitation and reuse of existing warehouse buildings and preserves two existng churches and existing businesses.  Redevelopment is intended to both attract private development and improve livability.  The 1999 grant funds will be used to realign Sibley Street between 8th & 9th to enlarge the block for new rental and ownership housing development; straighten the curve along 7th Street to calm traffic, regularize the street grid and create a larger, more developable block.  Funds will also assist with first-phase improvements to establish a central green space.  Funds awarded in 2001 will help with construction of the park.",Multifamily housing,North Quadrant Urban Village,N/A,Closed,," $	650,000.00 "," $	650,000.00 ",,"I-94, East 7th St., Jackson St. - St. Paul",St. Paul,Ramsey,13,65B,12/5/01,,12/31/05,12/31/05,,,,2/4/02,,,,,,2001,,01002,LCDA Development Historical Data,LCDA Development 
5821,242,09999,000,000,14053,SG2000-132,Phalen Village Main Street,City of Saint Paul,0000003222A3,"The city intends to develop a new compact, mixed-use residential and commercial, transit-oriented neighborhood center, located near a natural wetland with links to Lake Phalen. The Phalen Village Main Street project funded in 2000 builds on a comprehensive redevelopment plan for the Phalen Village Area and includes four components: redevelop a strip mall on the Phalen Village ""Main Street"" to develop rental townhouses and a mixed-use building with a main floor convenience store and apartments on upper floors; improve building exteriors and reposition tenants in an auto-oriented strip mall, with dedication of space for transit and pedestrian improvements; build 72 cooperative senior apartments; and complete the Phalen wetland restoration project and natural corridor between Lake Phalen and Ames Lake. This grant will be used to help acquire, demolish and redevelop an outdated and underutilized strip mall and two dilapidated houses as rental townhouses and mixed-use buildings.",,Phalen Village,N/A,Closed,," $	350,000.00 ", $	-   ,,Maryland at Hazelwood - St. Paul,St. Paul,Ramsey,13,67A,12/1/00,,6/30/05,,,,,7/24/04,,,,,,2000,,01002,LCDA Development Historical Data,LCDA Development 
5821,242,09999,000,000,14808,SG2003-152,Koch/Mobil,City of Saint Paul,0000003222A3,"New urban village with 1,043 housing units and 15,500 square feet of retail on 65 acres (at 27 units/acre 37 acres used for development) through the transformation of a vacant petroleum industrial site along the Mississippi River.  Includes direct bike, trail and transit access.  Funds will be used for site grading and utilities.",,,N/A,Closed,," $	900,000.00 "," $	900,000.00 ",,"W. 7th, Otto Ave, Shepard Rd. Hiawatha to Montreal - St. Paul",St. Paul,Ramsey,14,65B,12/17/03,,6/30/05,,,,,2/23/04,,,,,,2003,,01002,LCDA Development Historical Data,LCDA Development 
5821,242,09999,000,000,14809,SG2003-153,Midtown University Village,City of Saint Paul,0000003222A3,"Redevelopment of two-block parcel with underused warehouse/office (formerly housing Johnson Brothers Liquor Distribution) located on north side of University Avenue between Hampden & Carleton Avenues near existing high frequency bus service, and right in front of a proposed Raymond/Carleton LRT Station. Project involves: Create 291 new housing units through rehabilitation of three 100-year old historic brick buildings into lofts and two new residential buildings with ground floor retail and courtyard/atriums between buildings. It will also include softening of the street edge, and addition of green space and pedestrian friendly areas, a tot lot play area, improved environment for access to existing bus service and possible LRT station located near Carleton Avenue, and 262 spaces of underground parking. Funds will be used for demolition and underground parking.",Multifamily housing commercial,,N/A,Closed,," $	550,000.00 "," $	550,000.00 ",,University between Hampden & Carleton Aves. - St. Paul,St. Paul,Ramsey,14,64A,12/17/03,,12/31/05,12/31/06,,,,2/23/04,,,,,,2003,,01002,LCDA Development Historical Data,LCDA Development 
5821,242,09999,000,000,14844,SG2006-164,Fillmore Street/West Side Flats,City of Saint Paul,0000003222A3,"This project will re-establish Fillmore Street as a continuous street between Wabasha and Robert Streets through the planned West Side Flats Urban Village. There are three parts to the project:  1) re-establishment of the at-grade Union Pacific Railroad crossing; 2) reconstruction of Fillmore Street from Wabasha to just east of the crossing, with ornamental street lighting, sidewalks, street trees and on-street parking; and 3) installation of a new traffic signal at the Wabasha/Fillmore intersection.  Grant funds will be used for reconstruction of the rail crossing, street improvements (sidewalks and pedestrian lighting), right-of-way acquisition, and design and engineering costs.",Mixed income housing & retail,West Side Flats,N/A,Closed,2006-320," $	750,000.00 "," $	733,294.47 ",,Water St. W. from Wabasha St. to east of the existing  RR tracks,St. Paul,Ramsey,13,65B,12/13/06,,12/31/08,12/31/09,,,,2/13/07,,,,,,2006,07001553,01002,LCDA Development Historical Data,LCDA Development 
5821,242,09999,000,000,14845,SG2006-165,Temperance Street/North Quadrant,City of Saint Paul,0000003222A3,"The City of St. Paul /PED and Public Works applied for funds to build basic public infrastructure in the new downtown Urban Village, North Quadrant (Wacouta Commons) neighborhood in order to provide a catalyst to private development in the area.  The LDCA grant will help reconstruct an abandoned segment of Temperance Street between 9th and 10th Streets.  This reconstruction of Temperance Street supports the North Quadrant Precinct Plan, the Saint Paul on the Mississippi Development Framework and the land use plan objective to make public realm improvements that reinstate the urban street network and block patterns, creating a framework for new building placement.  Grant funds will be used for curb, gutter and sidewalk reconstruction, lighting, and permanent bike racks.",,North Quadrant Urban Village,N/A,Closed,2006-320," $	235,060.00 "," $	110,080.20 ",,"Temperance Street between 9th and 10th Street, St. Paul",St. Paul,Ramsey,13,65B,12/13/06,,12/31/08,,,,,1/25/07,,,,,,2006,07001057,01002,LCDA Development Historical Data,LCDA Development 
5821,242,09999,000,000,14853,SG2007-117,Dale Street Village (fka Frogtown Square),City of Saint Paul,0000003222A3,"The City of St. Paul proposes redevelopment of the northeast corner of the University & Dale intersection to reflect positively on the community and increase vitality at the intersection. A four-story development will feature underground parking, approximately 20,800 square feet of commercial space on the first floor and 46 units of affordable housing on the second, third and fourth floors. The housing will be targeted towards active seniors. The commercial component of the project will feature an anchor tenant, currently envisioned as a Walgreen's drug store, which will provide stable employment opportunities, goods and services. The building will also feature over 5,000 square feet of commercial space that will provide entrepreneurial opportunities for emerging local entrepreneurs and employment opportunities and community gathering places for local residents. The project will be developed by NEDU, LLC, a collaboration that includes Model Cities, Greater Frogtown Community Development Corporation, Neighborhood Development Center, and Aurora Saint Anthony Community Development. The Neighborhood Development Center and Model Cities will drive the commercial component of the project. Dale Street Village will implement the University-Dale Transit Oriented Development (TOD) Study, which was adopted by the City Council in May of 2004, in anticipation of the development of light-rail in the Central Corridor. The redevelopment of University and Dale is the first time a TOD plan will be implemented.",Affordable senior housing & commercial,,N/A,Closed,2007-342," $	1,050,000.00 "," $	1,050,000.00 ",,NE corner of the intersection of University Ave and Dale St,St. Paul,Ramsey,14,65A,12/12/07,,12/31/09,12/31/10,4/29/10,5/6/10,5/21/10,3/27/08,5/21/10,,,,,2007,08002602,01002,LCDA Development Historical Data,LCDA Development 
5821,242,09999,000,000,14862,SG2008-113,Schmidt Brewery,City of Saint Paul,0000003222A3,"The City of St. Paul / PED and Public Works propose to build Oneida Street (amended to Webster Street) between West 7th St. and James St. as a catalyst for private development in Phase One of a new neighborhood, the Schmidt Brewery Project. Historically Oneida Street was a north/south street that ran from West 7th St. to Randolph Ave. The street segment between West 7th and James St. was abandoned decades ago, resulting in a mega-block that functioned as various brewing and micro brewing companies, including Schmidt Brewery. Reconstructing Oneida Street, thus reinstating a smaller block pattern, is in keeping with the new pedestrian-friendly urban village planned for the site as well as helping to reconnect the site to the larger existing neighborhood by relating to the surrounding street grid. Oneida Street will also serve as the ""front door"" for Phase One adaptive reuse of the historic Bottle House, which will be converted into 96 units of affordable housing by Domimium Development. The construction of Oneida St. and the Bottle House project is scheduled to begin in the spring of 2009. The reconstruction of Oneida Street supports the objectives of the District 9 Area Plan and the Saint Paul Comprehensive Plan as well as the Saint Paul on the Mississippi Development Framework as a guide for redevelopment. Extending the street will provide access, on-street parking and an ""address"" for new housing, commercial and retail, and improve the pedestrian and bike connections to and through the neighborhood to the river.",See later Schmidt Brewery grants,Schmidt Brewery,N/A,Closed,2008-270," $	575,000.00 "," $	575,000.00 ",,"Near West 7th St and Jefferson St, St. Paul",St. Paul,Ramsey,14,65B,12/10/08,,12/31/10,12/31/13,10/26/11,11/3/11,11/30/11,2/9/09,12/1/11,,,,,2008,09001165,01002,LCDA Development Historical Data,LCDA Development 
5821,242,09999,000,000,14955,SG2010-142,Fort Road Flats (fka PPL West 7th Housing),City of Saint Paul,0000003222A3,"Project for Pride in Living (PPL) proposes to develop a 3-story, 44-unit apartment building near the intersection of West 7th Street and Springfield Street. The building will provide a combination of family and workforce rental housing geared toward low-to-moderate incomes. Resident incomes will be restricted to 60% Area Median Income (AMI) for 17 units and to 50% AMI for the balance of the units. The building will provide ten units of permanent supportive housing serving families who meet the State of Minnesota's definition for long term homeless, with supportive services provided by Catholic Charities. The building will have many green elements, featuring a state-of-the-art stormwater management system that reuses stored rain water for the irrigation of the property grounds. Walkways, parking lots and other hard surfaces will be composed of pervious materials that allow for water infiltration. The stormwater management plan will exceed the City's rate control requirements, as well as the Minnesota Pollution Control Agency's and watershed district's water quality requirements. The development is located on West 7th Street, a major transportation corridor with bus service immediately available to downtown Saint Paul, the Minneapolis-St. Paul International Airport and many other destinations. An abundance of retail and commercial services are in very close proximity on West 7th Street. The site is also close to many area parks, including Crosby Park, one of the largest in the city. PPL has already acquired the six properties with financial assistance from the City of St. Paul. Demolition on the first house commenced during the summer of 2010. The earliest the housing project could begin construction is during the fall of 2011, with the completion occurring during the spring of 2012. LCDA funds will be used as a loan to garner low-income housing tax credits for the project.",See PPL West 7th Housing grant in 2011,Fort Road Flats,N/A,Closed,2010-402," $	233,550.00 "," $	233,550.00 ",,2236 W 7th St in Saint Paul,St. Paul,Ramsey,14,64B,12/8/10,,12/31/12,,10/26/11,11/1/11,12/5/11,1/26/11,1/9/12,,,,,2010,11000770,01002,LCDA Development Historical Data,LCDA Development 
